ECTRL ID,ADEP,ADES,cluster_kmeans
265010798,EGLL,KJFK,2
265011004,LEBL,LEPA,0
265011424,EGLL,KJFK,1
265011884,EGLL,KJFK,0
265012984,LEBL,LEPA,0
265014341,LEBL,LEPA,0
265015693,EGLL,KJFK,2
265015862,EGLL,KJFK,2
265017650,EGLL,KJFK,2
265019996,EGLL,KJFK,8
265020139,EGLL,KJFK,2
265020487,LEBL,LEPA,0
265020880,EGLL,KJFK,2
265022588,LEBL,LEPA,0
265022647,EGLL,KJFK,2
265022914,LEBL,LEPA,0
265025270,LPPT,EDDB,0
265025786,EGLL,KJFK,2
265026605,EGLL,KJFK,2
265026624,LPPT,EDDB,0
265026949,LEBL,LEPA,0
265028411,LEBL,LEPA,0
265029002,LEBL,LEPA,0
265029207,EGLL,KJFK,8
265029385,LEBL,LEPA,0
265031193,LEBL,LEPA,0
265031528,LEBL,LEPA,0
265033181,LEBL,LEPA,0
265033589,LEBL,LEPA,0
265034524,LEBL,LEPA,0
265034612,EGLL,KJFK,0
265035618,LEBL,LEPA,0
265035688,EGLL,KJFK,0
265036122,LEBL,LEPA,0
265036434,LEBL,LEPA,0
265037732,EGLL,KJFK,2
265038233,EGLL,KJFK,0
265039226,EGLL,KJFK,0
265039614,LEBL,LEPA,0
265040161,LEBL,LEPA,0
265041383,LEBL,LEPA,0
265041528,LPPT,EDDB,1
265042178,EGLL,KJFK,2
265042436,LPPT,EDDB,0
265043393,LEBL,LEPA,0
265045210,EGLL,KJFK,0
265045253,EGLL,KJFK,0
265045434,EGLL,KJFK,2
265045587,LEBL,LEPA,0
265045592,EGLL,KJFK,0
265045602,EGLL,KJFK,0
265046784,EGLL,KJFK,2
265048589,LEBL,LEPA,0
265048669,EGLL,KJFK,0
265049207,LEBL,LEPA,0
265050233,LEBL,LEPA,0
265050845,LEBL,LEPA,0
265051729,LEBL,LEPA,0
265051753,EGLL,KJFK,8
265051787,EGLL,KJFK,0
265052719,LPPT,EDDB,0
265053240,EGLL,KJFK,0
265053706,LEBL,LEPA,0
265054044,EGLL,KJFK,0
265055328,EGLL,KJFK,0
265055637,EGLL,KJFK,0
265055851,LEBL,LEPA,0
265056491,LEBL,LEPA,0
265056946,EGLL,KJFK,0
265058844,LEBL,LEPA,0
265059426,LEBL,LEPA,0
265060103,EGLL,KJFK,2
265060740,LEBL,LEPA,0
265062786,EGLL,KJFK,2
265068666,LPPT,EDDB,0
265072324,LPPT,EDDB,1
265073074,EGLL,KJFK,0
265073558,EGLL,KJFK,0
265073947,LEBL,LEPA,0
265074273,LEBL,LEPA,0
265074462,EGLL,KJFK,2
265074520,EGLL,KJFK,0
265074544,LEBL,LEPA,0
265075187,LEBL,LEPA,0
265075265,LEBL,LEPA,0
265076030,EGLL,KJFK,0
265076698,EGLL,KJFK,0
265077234,LEBL,LEPA,0
265077614,LPPT,EDDB,0
265077646,EGLL,KJFK,2
265078083,EGLL,KJFK,0
265078781,EGLL,KJFK,2
265079179,EGLL,KJFK,2
265079762,EGLL,KJFK,2
265080220,LEBL,LEPA,0
265080353,EGLL,KJFK,0
265081764,EGLL,KJFK,0
265082045,LEBL,LEPA,0
265082102,LEBL,LEPA,0
265082298,LEBL,LEPA,0
265083643,LEBL,LEPA,0
265084183,LEBL,LEPA,0
265084529,EGLL,KJFK,2
265084737,EGLL,KJFK,2
265085224,LEBL,LEPA,0
265085686,EGLL,KJFK,2
265087164,EGLL,KJFK,2
265088689,EGLL,KJFK,2
265088924,LEBL,LEPA,0
265090062,LEBL,LEPA,0
265090329,EGLL,KJFK,8
265090767,LEBL,LEPA,0
265091343,LEBL,LEPA,0
265094251,LEBL,LEPA,0
265094440,LEBL,LEPA,0
265094831,LEBL,LEPA,0
265095433,EGLL,KJFK,0
265095591,LEBL,LEPA,0
265096663,EGLL,KJFK,0
265096840,LEBL,LEPA,0
265096985,LEBL,LEPA,0
265097360,EGLL,KJFK,0
265097394,LEBL,LEPA,0
265100592,LEBL,LEPA,0
265101445,LEBL,LEPA,0
265103443,LEBL,LEPA,0
265104023,LEBL,LEPA,0
265104343,LEBL,LEPA,0
265105094,LPPT,EDDB,0
265105386,LEBL,LEPA,0
265105807,EGLL,KJFK,2
265105823,EGLL,KJFK,2
265107758,EGLL,KJFK,0
265108608,EGLL,KJFK,2
265110123,EGLL,KJFK,2
265110214,LEBL,LEPA,0
265110870,LEBL,LEPA,0
265111545,EGLL,KJFK,2
265112266,EGLL,KJFK,8
265112715,EGLL,KJFK,8
265113156,LPPT,EDDB,1
265114221,LEBL,LEPA,0
265115220,EGLL,KJFK,8
265115769,LEBL,LEPA,0
265117354,EGLL,KJFK,0
265117763,LEBL,LEPA,0
265117864,LEBL,LEPA,0
265117917,EGLL,KJFK,0
265118031,EGLL,KJFK,0
265118094,LEBL,LEPA,0
265119167,EGLL,KJFK,2
265120872,LEBL,LEPA,0
265121124,EGLL,KJFK,0
265121237,EGLL,KJFK,0
265122290,EGLL,KJFK,8
265122559,LEBL,LEPA,0
265123670,LEBL,LEPA,0
265123848,EGLL,KJFK,4
265123891,LEBL,LEPA,0
265124330,EGLL,KJFK,0
265124768,LPPT,EDDB,0
265125091,EGLL,KJFK,0
265126000,EGLL,KJFK,1
265127293,EGLL,KJFK,8
265127296,LEBL,LEPA,0
265128108,LEBL,LEPA,0
265128334,LEBL,LEPA,0
265128840,LEBL,LEPA,0
265129140,LEBL,LEPA,0
265129378,LEBL,LEPA,0
265129498,EGLL,KJFK,0
265131419,EGLL,KJFK,0
265133137,EGLL,KJFK,0
265133534,EGLL,KJFK,0
265134920,LEBL,LEPA,0
265135241,EGLL,KJFK,0
265135760,LPPT,EDDB,1
265136406,LEBL,LEPA,0
265136536,EGLL,KJFK,8
265136570,LEBL,LEPA,0
265136899,EGLL,KJFK,0
265137886,LEBL,LEPA,0
265139177,LEBL,LEPA,0
265139910,EGLL,KJFK,0
265140346,EGLL,KJFK,0
265140829,LEBL,LEPA,0
265141784,LEBL,LEPA,0
265142231,EGLL,KJFK,8
265142263,EGLL,KJFK,8
265142291,LEBL,LEPA,0
265143176,EGLL,KJFK,4
265143614,LEBL,LEPA,0
265143822,LEBL,LEPA,0
265144337,LEBL,LEPA,0
265147029,LEBL,LEPA,0
265147308,EGLL,KJFK,0
265147713,EGLL,KJFK,8
265149548,EGLL,KJFK,0
265149810,EGLL,KJFK,8
265149865,EGLL,KJFK,8
265150305,LEBL,LEPA,0
265151616,EGLL,KJFK,0
265152048,LEBL,LEPA,0
265152113,LPPT,EDDB,0
265153037,LEBL,LEPA,0
265153044,EGLL,KJFK,0
265154508,LPPT,EDDB,0
265154709,EGLL,KJFK,0
265155267,EGLL,KJFK,0
265155505,LEBL,LEPA,0
265157088,EGLL,KJFK,8
265157150,LEBL,LEPA,0
265158911,EGLL,KJFK,8
265159289,LEBL,LEPA,0
265159535,LEBL,LEPA,0
265160158,EGLL,KJFK,0
265160933,LEBL,LEPA,0
265161414,LEBL,LEPA,0
265162503,EGLL,KJFK,0
265162995,EGLL,KJFK,0
265164629,EGLL,KJFK,0
265164821,LEBL,LEPA,0
265165184,LEBL,LEPA,0
265166486,LEBL,LEPA,0
265168040,LEBL,LEPA,0
265168722,LEBL,LEPA,0
265169010,LEBL,LEPA,0
265169840,EGLL,KJFK,0
265170254,LEBL,LEPA,0
265170552,EGLL,KJFK,0
265172005,LEBL,LEPA,0
265172282,LPPT,EDDB,0
265172601,LEBL,LEPA,0
265173736,EGLL,KJFK,1
265174011,LEBL,LEPA,0
265174131,EGLL,KJFK,4
265174438,EGLL,KJFK,0
265174515,LPPT,EDDB,0
265175141,LEBL,LEPA,0
265175628,EGLL,KJFK,1
265176500,EGLL,KJFK,0
265178688,LEBL,LEPA,0
265178820,LEBL,LEPA,0
265179863,LEBL,LEPA,0
265179968,LEBL,LEPA,0
265180461,LEBL,LEPA,0
265181927,LEBL,LEPA,0
265182944,LEBL,LEPA,0
265183110,EGLL,KJFK,0
265183833,LEBL,LEPA,0
265183917,EGLL,KJFK,0
265185783,EGLL,KJFK,0
265186086,LPPT,EDDB,0
265186230,EGLL,KJFK,4
265186694,EGLL,KJFK,4
265187291,LEBL,LEPA,0
265187799,EGLL,KJFK,4
265188992,EGLL,KJFK,4
265189254,EGLL,KJFK,4
265189849,EGLL,KJFK,1
265190582,EGLL,KJFK,0
265190626,LEBL,LEPA,0
265191528,EGLL,KJFK,0
265192832,LEBL,LEPA,0
265192992,EGLL,KJFK,0
265195915,LEBL,LEPA,0
265196352,LPPT,EDDB,1
265198963,LPPT,EDDB,0
265200135,LEBL,LEPA,0
265202115,LPPT,EDDB,0
265203122,LEBL,LEPA,0
265204198,LEBL,LEPA,0
265204313,EGLL,KJFK,0
265204830,LEBL,LEPA,0
265207208,LEBL,LEPA,0
265207855,LEBL,LEPA,0
265208411,LEBL,LEPA,0
265209871,EGLL,KJFK,0
265209926,LEBL,LEPA,0
265210286,LEBL,LEPA,0
265210375,EGLL,KJFK,0
265211314,LEBL,LEPA,0
265211384,LEBL,LEPA,0
265211403,EGLL,KJFK,4
265211506,LEBL,LEPA,0
265211676,EGLL,KJFK,4
265212847,LEBL,LEPA,0
265212850,EGLL,KJFK,0
265213027,EGLL,KJFK,0
265213059,LEBL,LEPA,0
265213332,EGLL,KJFK,4
265213895,EGLL,KJFK,1
265214210,EGLL,KJFK,8
265214626,EGLL,KJFK,0
265216280,LEBL,LEPA,0
265216317,EGLL,KJFK,0
265217820,EGLL,KJFK,0
265218699,EGLL,KJFK,1
265219037,LEBL,LEPA,0
265219313,EGLL,KJFK,0
265219358,LEBL,LEPA,0
265219560,EGLL,KJFK,4
265220609,EGLL,KJFK,0
265221077,EGLL,KJFK,0
265221113,EGLL,KJFK,0
265222349,LEBL,LEPA,0
265222516,LEBL,LEPA,0
265222629,EGLL,KJFK,0
265223126,LEBL,LEPA,0
265223344,LEBL,LEPA,0
265223607,LEBL,LEPA,0
265224366,EGLL,KJFK,0
265225391,LEBL,LEPA,0
265225905,EGLL,KJFK,0
265229385,LEBL,LEPA,0
265230222,LEBL,LEPA,0
265230490,LPPT,EDDB,0
265231397,LEBL,LEPA,0
265232315,LEBL,LEPA,0
265232677,LEBL,LEPA,0
265233246,LEBL,LEPA,0
265233362,LEBL,LEPA,0
265233765,LEBL,LEPA,0
265234245,LEBL,LEPA,0
265234646,EGLL,KJFK,4
265234711,EGLL,KJFK,0
265236484,EGLL,KJFK,0
265237244,EGLL,KJFK,4
265238738,EGLL,KJFK,2
265238843,LEBL,LEPA,0
265239442,LEBL,LEPA,0
265240027,EGLL,KJFK,0
265240805,EGLL,KJFK,4
265241226,EGLL,KJFK,4
265242008,LPPT,EDDB,1
265242344,EGLL,KJFK,0
265243782,EGLL,KJFK,0
265244385,LEBL,LEPA,0
265245047,EGLL,KJFK,4
265245953,LEBL,LEPA,0
265246095,EGLL,KJFK,4
265246193,EGLL,KJFK,0
265247282,EGLL,KJFK,4
265247329,LEBL,LEPA,0
265248943,LEBL,LEPA,0
265249395,EGLL,KJFK,0
265250079,EGLL,KJFK,0
265250543,EGLL,KJFK,4
265250589,LEBL,LEPA,0
265251766,LEBL,LEPA,0
265251894,EGLL,KJFK,0
265252024,LPPT,EDDB,0
265252756,EGLL,KJFK,0
265253130,LEBL,LEPA,0
265253133,EGLL,KJFK,0
265254290,LEBL,LEPA,0
265254646,EGLL,KJFK,0
265254765,LEBL,LEPA,0
265255118,EGLL,KJFK,4
265255661,EGLL,KJFK,0
265256592,LEBL,LEPA,0
265257089,LEBL,LEPA,0
265257262,LEBL,LEPA,0
265262924,LEBL,LEPA,0
265262995,LEBL,LEPA,0
265264052,LEBL,LEPA,0
265264230,LEBL,LEPA,0
265265209,LEBL,LEPA,0
265265237,LEBL,LEPA,0
265265597,LEBL,LEPA,0
265266083,LPPT,EDDB,0
265266518,LEBL,LEPA,0
265267007,EGLL,KJFK,4
265267025,EGLL,KJFK,0
265268767,EGLL,KJFK,4
265269582,EGLL,KJFK,4
265271096,EGLL,KJFK,4
265271284,LEBL,LEPA,0
265271852,LEBL,LEPA,0
265272554,EGLL,KJFK,4
265273319,EGLL,KJFK,4
265273666,EGLL,KJFK,4
265274070,LPPT,EDDB,1
265276360,EGLL,KJFK,0
265276365,LEBL,LEPA,0
265277000,EGLL,KJFK,2
265278630,LEBL,LEPA,0
265278912,EGLL,KJFK,0
265279732,EGLL,KJFK,2
265279935,LEBL,LEPA,0
265279953,EGLL,KJFK,4
265280197,LEBL,LEPA,0
265280350,LEBL,LEPA,0
265281697,LEBL,LEPA,0
265281963,EGLL,KJFK,0
265282173,EGLL,KJFK,0
265282853,LEBL,LEPA,0
265283161,EGLL,KJFK,4
265283388,LEBL,LEPA,0
265284480,LEBL,LEPA,0
265284648,EGLL,KJFK,7
265285003,EGLL,KJFK,0
265285863,EGLL,KJFK,0
265286136,LPPT,EDDB,0
265286660,EGLL,KJFK,0
265287570,LEBL,LEPA,0
265287909,EGLL,KJFK,1
265288457,EGLL,KJFK,0
265288686,LEBL,LEPA,0
265289363,LEBL,LEPA,0
265290084,LEBL,LEPA,0
265291465,LEBL,LEPA,0
265293579,LEBL,LEPA,0
265294615,LEBL,LEPA,0
265295542,LEBL,LEPA,0
265297591,LEBL,LEPA,0
265298588,LEBL,LEPA,0
265299023,LEBL,LEPA,0
265299974,EGLL,KJFK,0
265299999,EGLL,KJFK,0
265300687,LPPT,EDDB,0
265301104,LEBL,LEPA,0
265301942,EGLL,KJFK,0
265302695,EGLL,KJFK,8
265304259,EGLL,KJFK,1
265304904,LEBL,LEPA,0
265304952,LEBL,LEPA,0
265305696,EGLL,KJFK,4
265306390,EGLL,KJFK,8
265307265,LPPT,EDDB,1
265308056,EGLL,KJFK,0
265308628,EGLL,KJFK,8
265309319,EGLL,KJFK,0
265309559,EGLL,KJFK,0
265309997,LEBL,LEPA,0
265311942,LEBL,LEPA,0
265312051,EGLL,KJFK,8
265312119,EGLL,KJFK,0
265312637,LEBL,LEPA,0
265312897,LEBL,LEPA,0
265313382,EGLL,KJFK,1
265314993,LEBL,LEPA,0
265315277,EGLL,KJFK,0
265315485,EGLL,KJFK,8
265316673,EGLL,KJFK,8
265316924,LEBL,LEPA,0
265317238,LEBL,LEPA,0
265317917,LEBL,LEPA,0
265317984,EGLL,KJFK,8
265318313,LPPT,EDDB,0
265318519,EGLL,KJFK,0
265319353,EGLL,KJFK,1
265320165,EGLL,KJFK,8
265321407,LEBL,LEPA,0
265321435,EGLL,KJFK,1
265321466,LEBL,LEPA,0
265321949,EGLL,KJFK,0
265322243,LEBL,LEPA,0
265323011,LEBL,LEPA,0
265323637,LEBL,LEPA,0
265323897,LEBL,LEPA,0
265325322,LEBL,LEPA,0
265328332,LEBL,LEPA,0
265329161,LEBL,LEPA,0
265331236,LEBL,LEPA,0
265331897,LEBL,LEPA,0
265332126,LEBL,LEPA,0
265332938,LPPT,EDDB,0
265333096,LEBL,LEPA,0
265333566,EGLL,KJFK,1
265333626,EGLL,KJFK,0
265335420,EGLL,KJFK,0
265336279,EGLL,KJFK,0
265337842,EGLL,KJFK,3
265338419,LEBL,LEPA,0
265338581,LEBL,LEPA,0
265339312,EGLL,KJFK,4
265340206,EGLL,KJFK,0
265340643,EGLL,KJFK,0
265340979,LPPT,EDDB,0
265343097,EGLL,KJFK,0
265344378,EGLL,KJFK,0
265345865,LEBL,LEPA,0
265345965,LEBL,LEPA,0
265346032,EGLL,KJFK,0
265346351,EGLL,KJFK,0
265346524,LEBL,LEPA,0
265346848,LEBL,LEPA,0
265346943,LEBL,LEPA,0
265347211,EGLL,KJFK,3
265348191,LEBL,LEPA,0
265348863,LEBL,LEPA,0
265349334,EGLL,KJFK,0
265350332,EGLL,KJFK,0
265350438,EGLL,KJFK,3
265351971,EGLL,KJFK,0
265352080,LPPT,EDDB,1
265352375,EGLL,KJFK,0
265353046,LEBL,LEPA,0
265353196,EGLL,KJFK,0
265354081,EGLL,KJFK,1
265354684,LEBL,LEPA,0
265355339,EGLL,KJFK,1
265355345,LEBL,LEPA,0
265355832,EGLL,KJFK,0
265356443,LEBL,LEPA,0
265357466,LEBL,LEPA,0
265357530,LEBL,LEPA,0
265358426,LEBL,LEPA,0
265361659,EGLL,KJFK,4
